Years_of_Experience,Education_Level,Job_Complexity,Company_Size,Buyer_Income (Euros),Job_Satisfaction
-0.16909906603235617,1.2423781779269545,0.5251563787104221,2,0.45252931262575047,1
-1.612938404329722,0.015943648877640954,0.8809533832567785,2,-0.9588785332397639,0
1.3596719980472076,-1.2104908801716725,1.236750387803135,2,1.6097703715897842,1
-0.6786894207255441,0.015943648877640954,-1.2538286440213602,0,-1.0717295886257994,1
1.2747402722650096,1.2423781779269545,0.16935937416406566,1,0.6651223035104338,1
0.0007643855320398109,0.015943648877640954,1.5925473923494915,0,0.5178929866189941,0
1.3596719980472076,1.2423781779269545,-0.18643763038229078,0,1.380913407391679,0
-0.763621146507742,-1.2104908801716725,-0.5422346349286472,0,-1.2840240765651738,1
-1.443074952765326,1.2423781779269545,-0.8980316394750036,0,-1.5678850490248506,1
-1.358143226983128,1.2423781779269545,-0.18643763038229078,2,-1.1750023299086283,1
1.2747402722650096,0.015943648877640954,-0.8980316394750036,1,0.987615607828533,1
-1.103348049636534,1.2423781779269545,1.5925473923494915,1,0.32881032973629876,0
-0.08416734025015818,-1.2104908801716725,0.5251563787104221,1,-0.37025129758978503,1
0.8500816433540197,-1.2104908801716725,0.8809533832567785,2,1.3566144608787718,1
-0.16909906603235617,1.2423781779269545,1.5925473923494915,0,0.38587199140871264,0
1.0199450949184157,-1.2104908801716725,0.16935937416406566,2,0.6104696412831391,0
1.1898085464828116,0.015943648877640954,0.16935937416406566,2,1.3462124399994535,1
-0.08416734025015818,-1.2104908801716725,0.5251563787104221,1,-0.07421866584393522,1
-1.69787013011192,1.2423781779269545,-0.5422346349286472,0,-1.3612229889575793,1
0.2555595628786338,-1.2104908801716725,-1.2538286440213602,2,-0.22249556672046836,1
1.0199450949184157,1.2423781779269545,-0.8980316394750036,1,1.4519393595515566,0
-1.69787013011192,-1.2104908801716725,1.5925473923494915,1,-1.5438837986925356,1
1.2747402722650096,1.2423781779269545,-0.5422346349286472,1,1.2248754299371003,0
0.3404912886608317,1.2423781779269545,-0.5422346349286472,2,1.4417410467632943,0
-0.84855287228994,1.2423781779269545,-0.18643763038229078,1,-0.4703683786818619,0
-1.358143226983128,-1.2104908801716725,1.236750387803135,1,-1.5834277746812273,1
1.0199450949184157,1.2423781779269545,-0.18643763038229078,0,0.1878080263134294,1
-0.84855287228994,-1.2104908801716725,1.236750387803135,0,-0.839996104829043,0
1.0199450949184157,-1.2104908801716725,0.16935937416406566,1,0.4425173624871277,0
1.0199450949184157,0.015943648877640954,0.5251563787104221,1,1.632909593821929,0
1.5295354496116036,-1.2104908801716725,-1.2538286440213602,1,0.2722238524822294,1
0.9350133691362177,0.015943648877640954,0.5251563787104221,1,1.481881625260247,1
1.2747402722650096,-1.2104908801716725,-1.2538286440213602,0,-0.10451752155756332,1
-0.763621146507742,0.015943648877640954,1.5925473923494915,0,-0.5642919270411267,1
-0.08416734025015818,1.2423781779269545,0.16935937416406566,2,1.0437418258115243,0
1.5295354496116036,-1.2104908801716725,0.5251563787104221,0,0.7652817397501567,0
-0.08416734025015818,-1.2104908801716725,-0.5422346349286472,2,-0.15241554619133466,1
1.6144671753938016,1.2423781779269545,0.8809533832567785,1,0.974161192642247,1
0.9350133691362177,0.015943648877640954,-0.18643763038229078,1,0.33551575468208195,1
0.3404912886608317,-1.2104908801716725,-1.2538286440213602,0,-1.1123130809524138,1
0.3404912886608317,0.015943648877640954,-1.2538286440213602,1,0.09971779024081406,1
-0.6786894207255441,-1.2104908801716725,1.236750387803135,1,-0.5797882637262733,1
0.5103547402252278,-1.2104908801716725,1.5925473923494915,1,0.1451612332229532,1
1.3596719980472076,0.015943648877640954,-1.2538286440213602,1,0.7544900515125025,1
1.1898085464828116,-1.2104908801716725,0.5251563787104221,1,1.1476478773972396,0
-0.933484598072138,0.015943648877640954,-0.18643763038229078,2,-0.781708967551426,0
-0.84855287228994,0.015943648877640954,1.236750387803135,0,-0.6299052947142982,0
-0.84855287228994,1.2423781779269545,-1.2538286440213602,0,-0.6541812484327696,1
0.5952864660074257,-1.2104908801716725,-0.5422346349286472,0,-0.7449914917489281,1
0.2555595628786338,-1.2104908801716725,0.8809533832567785,2,0.3732666960871246,1
0.0856961113142378,1.2423781779269545,-0.8980316394750036,1,-0.3946837636633642,1
-0.84855287228994,0.015943648877640954,1.5925473923494915,0,-0.06592956175857859,0
-1.103348049636534,0.015943648877640954,1.236750387803135,1,-0.6360641365642775,0
-1.528006678547524,0.015943648877640954,0.16935937416406566,1,-1.418571455486905,0
1.1898085464828116,1.2423781779269545,-1.2538286440213602,0,1.1264924896043278,0
0.9350133691362177,0.015943648877640954,-0.5422346349286472,2,1.2207084901735237,0
-0.4238942433789501,-1.2104908801716725,-0.5422346349286472,2,-0.3400460265833353,1
-1.27321150120093,1.2423781779269545,0.5251563787104221,0,-1.2457039626522506,1
0.17062783709643578,1.2423781779269545,-0.8980316394750036,2,0.7279954948221364,0
-0.4238942433789501,1.2423781779269545,-0.8980316394750036,0,-0.6121137124091371,1
-1.358143226983128,0.015943648877640954,-0.8980316394750036,0,-1.7635835799697355,0
-1.443074952765326,-1.2104908801716725,0.16935937416406566,0,-1.9383945690077697,1
1.1048768207006137,1.2423781779269545,-0.5422346349286472,0,1.1572286117945976,0
-0.16909906603235617,-1.2104908801716725,-1.6096256485677165,2,-0.1329204801861172,0
0.0007643855320398109,0.015943648877640954,1.236750387803135,1,0.6423671012836065,0
1.1898085464828116,0.015943648877640954,-0.18643763038229078,2,1.5088977553401879,1
-1.018416323854336,1.2423781779269545,-1.6096256485677165,2,-0.3302131782118978,0
1.0199450949184157,1.2423781779269545,-1.6096256485677165,2,0.35958315972119526,1
0.9350133691362177,1.2423781779269545,-0.18643763038229078,1,1.0543423108112373,0
0.17062783709643578,-1.2104908801716725,1.236750387803135,1,-0.14173761177878522,1
1.5295354496116036,0.015943648877640954,1.236750387803135,0,1.3180660325509224,0
-1.188279775418732,-1.2104908801716725,1.5925473923494915,1,-0.5213918098294961,0
1.0199450949184157,0.015943648877640954,0.8809533832567785,1,1.3678736692699578,0
0.17062783709643578,-1.2104908801716725,0.16935937416406566,2,-0.3670036662212894,1
-1.443074952765326,-1.2104908801716725,0.8809533832567785,1,-1.43945778724668,1
0.5952864660074257,1.2423781779269545,0.8809533832567785,0,0.3721190732771168,1
-0.933484598072138,1.2423781779269545,0.8809533832567785,2,0.020422499731147657,1
-0.08416734025015818,-1.2104908801716725,1.236750387803135,2,0.608454343019942,0
1.1898085464828116,-1.2104908801716725,0.8809533832567785,2,1.2710151108700558,0
0.6802181917896237,1.2423781779269545,-0.5422346349286472,0,-0.1292053286640897,1
1.4446037238294056,0.015943648877640954,-1.6096256485677165,2,0.971742512020523,1
-0.763621146507742,-1.2104908801716725,-0.18643763038229078,1,-1.349741516886845,1
0.5103547402252278,0.015943648877640954,-0.18643763038229078,0,-0.21166434701167822,1
-0.5088259691611481,-1.2104908801716725,-0.5422346349286472,2,-0.8696745584752574,1
-0.3389625175967521,-1.2104908801716725,1.5925473923494915,1,0.4667779876759749,0
1.1898085464828116,-1.2104908801716725,-0.5422346349286472,1,1.0096955479871876,0
0.6802181917896237,-1.2104908801716725,1.5925473923494915,1,0.5947026350354216,1
0.4254230144430297,0.015943648877640954,0.8809533832567785,2,0.9378378214040288,0
-0.5088259691611481,1.2423781779269545,0.5251563787104221,2,0.3080849475375761,0
-1.528006678547524,0.015943648877640954,-1.2538286440213602,1,-1.7770597778033823,0
-1.188279775418732,0.015943648877640954,0.8809533832567785,1,-0.43248512786322263,0
-1.188279775418732,0.015943648877640954,-0.5422346349286472,1,-0.524554327520342,0
0.3404912886608317,-1.2104908801716725,-1.6096256485677165,0,-0.9169675095712393,1
1.0199450949184157,-1.2104908801716725,-0.5422346349286472,0,-0.24182605272340701,1
-0.84855287228994,0.015943648877640954,-1.6096256485677165,2,-0.18583133738929508,0
1.3596719980472076,1.2423781779269545,0.16935937416406566,0,1.1289676437562453,0
0.3404912886608317,-1.2104908801716725,0.5251563787104221,2,0.4520533214426893,0
0.5952864660074257,-1.2104908801716725,-0.5422346349286472,1,-0.056496465304440746,1
0.7651499175718217,0.015943648877640954,1.5925473923494915,2,1.7870161765438843,0
1.1048768207006137,0.015943648877640954,-1.2538286440213602,1,1.3345026535137938,0
0.6802181917896237,0.015943648877640954,1.236750387803135,0,0.23306793032243955,1
-1.443074952765326,-1.2104908801716725,-0.5422346349286472,1,-1.4077648421019855,0
-1.528006678547524,1.2423781779269545,-0.18643763038229078,2,-0.651679067662831,0
-1.443074952765326,1.2423781779269545,1.5925473923494915,1,-0.027477945196775343,0
0.0007643855320398109,0.015943648877640954,0.5251563787104221,1,0.11073698612867702,1
1.5295354496116036,0.015943648877640954,-0.18643763038229078,1,0.9657946391440527,1
0.17062783709643578,-1.2104908801716725,-0.5422346349286472,1,-0.09488878465953998,1
-0.933484598072138,-1.2104908801716725,-1.2538286440213602,2,-1.6594213805863565,1
-0.16909906603235617,1.2423781779269545,-1.6096256485677165,2,-0.3911537646439007,1
-0.3389625175967521,0.015943648877640954,1.5925473923494915,1,0.4289854978880041,0
-1.358143226983128,-1.2104908801716725,0.8809533832567785,1,-0.6319641582722162,0
0.17062783709643578,0.015943648877640954,1.5925473923494915,0,0.06461424725477972,1
0.4254230144430297,-1.2104908801716725,-1.6096256485677165,1,-0.917810982082918,1
-0.3389625175967521,0.015943648877640954,1.5925473923494915,2,0.8842654171328674,0
1.5295354496116036,0.015943648877640954,-0.18643763038229078,2,1.8431678076154623,0
0.0856961113142378,1.2423781779269545,-0.5422346349286472,0,-0.6802526570290414,1
-1.69787013011192,0.015943648877640954,0.8809533832567785,2,-0.6638692825374958,0
-0.16909906603235617,1.2423781779269545,-1.2538286440213602,1,-0.23475274306664806,0
-0.5937576949433461,0.015943648877640954,0.5251563787104221,1,-0.18688779578627557,0
1.0199450949184157,1.2423781779269545,0.5251563787104221,1,0.6645123893843422,1
1.2747402722650096,1.2423781779269545,-1.2538286440213602,0,0.5470639852581825,0
-0.16909906603235617,0.015943648877640954,-0.8980316394750036,0,-1.182681116485535,1
0.0856961113142378,1.2423781779269545,1.5925473923494915,2,1.348130119731888,1
1.3596719980472076,1.2423781779269545,-0.8980316394750036,1,1.4645337635494649,0
0.0007643855320398109,-1.2104908801716725,1.236750387803135,1,0.2585302315573369,0
-0.3389625175967521,1.2423781779269545,-0.5422346349286472,0,-0.1900922652424086,1
1.5295354496116036,-1.2104908801716725,0.5251563787104221,0,1.419813585136163,0
0.8500816433540197,1.2423781779269545,-1.6096256485677165,0,0.9149837904993627,0
0.2555595628786338,-1.2104908801716725,-1.6096256485677165,0,-0.5716786647904601,1
0.6802181917896237,-1.2104908801716725,1.5925473923494915,2,1.140374086708293,1
-0.08416734025015818,0.015943648877640954,-1.2538286440213602,2,-0.584817634972379,1
-0.4238942433789501,-1.2104908801716725,-1.6096256485677165,1,-1.1300998226692727,1
-0.5937576949433461,0.015943648877640954,-0.5422346349286472,1,-0.1439533910741699,0
-0.6786894207255441,0.015943648877640954,-0.8980316394750036,1,-0.7594172516545457,0
-0.3389625175967521,0.015943648877640954,0.5251563787104221,1,-0.40444602012205966,1
0.9350133691362177,1.2423781779269545,0.16935937416406566,2,1.547461915580019,1
-0.4238942433789501,0.015943648877640954,0.16935937416406566,2,0.10845061492055022,0
1.4446037238294056,0.015943648877640954,1.5925473923494915,0,1.519783835049737,1
1.1048768207006137,-1.2104908801716725,0.8809533832567785,1,0.47082875332029595,1
0.6802181917896237,1.2423781779269545,-0.5422346349286472,2,1.4556879918093413,0
1.4446037238294056,1.2423781779269545,-0.8980316394750036,2,1.4755158482603434,1
-1.612938404329722,0.015943648877640954,0.8809533832567785,2,-0.6027713769856677,0
-0.3389625175967521,1.2423781779269545,-0.5422346349286472,1,-0.07228283390536787,0
-1.612938404329722,-1.2104908801716725,-1.2538286440213602,0,-2.24646251680261,1
-1.612938404329722,-1.2104908801716725,0.16935937416406566,0,-1.747802051957111,0
-0.16909906603235617,0.015943648877640954,0.16935937416406566,1,-0.499886286149383,1
-0.5937576949433461,0.015943648877640954,-0.5422346349286472,2,-0.18974051582577364,0
0.9350133691362177,1.2423781779269545,-0.18643763038229078,0,0.7763876628451025,1
0.4254230144430297,-1.2104908801716725,-0.18643763038229078,0,-0.9066655275168362,1
-1.103348049636534,-1.2104908801716725,-1.2538286440213602,1,-1.6317005415260704,1
-0.84855287228994,-1.2104908801716725,-0.5422346349286472,0,-1.4929099835750008,1
-0.4238942433789501,0.015943648877640954,0.16935937416406566,0,0.10081700716779823,0
0.7651499175718217,1.2423781779269545,-1.6096256485677165,1,0.5241885750885138,0
-1.528006678547524,1.2423781779269545,0.8809533832567785,0,-1.287218864844702,1
0.9350133691362177,-1.2104908801716725,-1.6096256485677165,2,1.346754585889313,0
0.5952864660074257,0.015943648877640954,1.236750387803135,0,0.8885933064574966,0
-1.612938404329722,1.2423781779269545,-0.8980316394750036,2,-0.8753953270838771,0
0.8500816433540197,1.2423781779269545,-0.8980316394750036,2,1.7412173537038824,0
-0.5088259691611481,1.2423781779269545,1.5925473923494915,1,0.6086503868461858,0
-0.763621146507742,0.015943648877640954,-0.5422346349286472,2,-1.0217698767576002,1
1.1898085464828116,1.2423781779269545,-1.2538286440213602,1,1.122102076014127,0
-1.27321150120093,1.2423781779269545,0.16935937416406566,0,-1.0604933730290498,1
0.4254230144430297,1.2423781779269545,-0.8980316394750036,1,0.03586841362147789,1
1.0199450949184157,-1.2104908801716725,0.8809533832567785,1,1.0972480753758873,0
-1.69787013011192,1.2423781779269545,0.5251563787104221,2,-1.024631471208986,1
-0.763621146507742,-1.2104908801716725,-0.18643763038229078,2,-0.6624772100182217,1
0.6802181917896237,1.2423781779269545,1.5925473923494915,0,0.41379089120703555,1
0.0007643855320398109,0.015943648877640954,1.236750387803135,0,0.15036526903030084,0
-0.933484598072138,0.015943648877640954,-0.18643763038229078,2,-0.8164954520036593,1
1.1898085464828116,1.2423781779269545,0.5251563787104221,2,1.6900612097602938,0
0.8500816433540197,-1.2104908801716725,0.8809533832567785,1,0.9869762467902692,1
0.0856961113142378,-1.2104908801716725,0.5251563787104221,2,0.3632801590370886,1
1.3596719980472076,0.015943648877640954,-0.8980316394750036,0,1.0130048968565373,0
0.0856961113142378,1.2423781779269545,-0.18643763038229078,0,0.04677466244895396,1
-1.612938404329722,1.2423781779269545,-1.6096256485677165,2,-0.8943107326398926,0
-1.358143226983128,-1.2104908801716725,-0.8980316394750036,0,-1.7904573160771164,0
1.1048768207006137,-1.2104908801716725,-0.8980316394750036,1,0.09857420125439176,1
1.6144671753938016,0.015943648877640954,1.236750387803135,2,1.507297134141555,1
-0.5937576949433461,0.015943648877640954,-0.8980316394750036,1,-0.8593794339209491,1
1.6144671753938016,-1.2104908801716725,1.5925473923494915,2,1.8523100653891031,1
0.0007643855320398109,-1.2104908801716725,0.5251563787104221,0,-0.6025733162476312,1
1.1898085464828116,0.015943648877640954,0.5251563787104221,0,1.3642924406909613,0
0.3404912886608317,1.2423781779269545,0.8809533832567785,2,1.6501808128845912,0
-0.3389625175967521,0.015943648877640954,1.5925473923494915,2,0.6224246842427835,1
-0.5937576949433461,-1.2104908801716725,-1.2538286440213602,0,-1.3702720654063998,1
-1.018416323854336,1.2423781779269545,-0.8980316394750036,0,-1.014162892240511,0
-1.358143226983128,0.015943648877640954,-0.5422346349286472,2,-1.463854352290351,1
-0.5937576949433461,1.2423781779269545,1.236750387803135,2,0.8708590044472462,0
-1.27321150120093,-1.2104908801716725,-1.2538286440213602,2,-1.368867488034011,0
0.6802181917896237,-1.2104908801716725,0.16935937416406566,1,-0.11474245758148789,1
-1.612938404329722,1.2423781779269545,-0.5422346349286472,1,-0.6714605351426024,0
0.7651499175718217,1.2423781779269545,0.16935937416406566,0,1.5095609159376047,0
-0.84855287228994,0.015943648877640954,-1.2538286440213602,2,-0.5602330937496353,1
0.3404912886608317,1.2423781779269545,-0.18643763038229078,0,-0.42355464582780883,1
-1.27321150120093,0.015943648877640954,1.236750387803135,0,-0.9247414943847583,1
1.1898085464828116,-1.2104908801716725,0.8809533832567785,2,0.8653734077536467,1
-0.16909906603235617,1.2423781779269545,0.16935937416406566,0,0.09116205041647094,0
-1.103348049636534,-1.2104908801716725,-0.5422346349286472,0,-1.8307229431052119,1
1.2747402722650096,-1.2104908801716725,-0.5422346349286472,0,0.7943470522114107,0
-1.69787013011192,-1.2104908801716725,0.16935937416406566,2,-1.4021529867301676,1
-0.763621146507742,1.2423781779269545,1.5925473923494915,1,-0.6987388637555854,1
0.5952864660074257,-1.2104908801716725,-0.18643763038229078,0,0.3859361292037182,0
0.9350133691362177,1.2423781779269545,-0.18643763038229078,2,0.9888523781397748,1
1.0199450949184157,1.2423781779269545,-0.18643763038229078,2,0.9657764869379192,1
0.4254230144430297,1.2423781779269545,0.16935937416406566,1,0.26551479709521963,1
-1.103348049636534,0.015943648877640954,0.8809533832567785,2,-0.1724745407337723,0
1.6144671753938016,1.2423781779269545,-0.18643763038229078,2,1.2601701761610764,1
-1.612938404329722,1.2423781779269545,1.236750387803135,1,-0.3061598915553331,0
-0.3389625175967521,1.2423781779269545,-0.18643763038229078,1,-0.3254480224106269,1
-1.358143226983128,0.015943648877640954,1.236750387803135,2,0.1995174094167309,0
1.1898085464828116,1.2423781779269545,-0.8980316394750036,0,0.143298413491279,1
0.8500816433540197,1.2423781779269545,0.8809533832567785,1,1.4004956039863388,0
0.0007643855320398109,0.015943648877640954,-0.5422346349286472,1,0.6268445447451559,0
0.4254230144430297,-1.2104908801716725,1.236750387803135,2,0.6063825712265508,1
-0.16909906603235617,-1.2104908801716725,0.16935937416406566,1,-0.07183427272268621,1
-1.27321150120093,-1.2104908801716725,-0.18643763038229078,1,-1.1815859333821361,0
0.8500816433540197,1.2423781779269545,-0.5422346349286472,2,0.6046189835550738,1
0.5103547402252278,-1.2104908801716725,-1.6096256485677165,0,-0.5601483834543445,0
0.17062783709643578,0.015943648877640954,-0.5422346349286472,2,-0.42839684765955893,1
0.5952864660074257,0.015943648877640954,-1.6096256485677165,2,0.7314403801639509,0
-1.69787013011192,0.015943648877640954,0.5251563787104221,2,-1.0402681849548994,1
-0.4238942433789501,0.015943648877640954,0.16935937416406566,1,0.4428828269039525,0
-1.018416323854336,0.015943648877640954,-0.18643763038229078,0,-1.6986398270117176,1
1.3596719980472076,1.2423781779269545,-1.2538286440213602,1,0.8636775883184024,1
-0.5088259691611481,0.015943648877640954,1.5925473923494915,0,-0.1689852833325198,0
1.6144671753938016,0.015943648877640954,-0.5422346349286472,1,1.2488198033568632,0
-0.6786894207255441,-1.2104908801716725,1.236750387803135,2,0.21183589988140733,1
1.1048768207006137,-1.2104908801716725,0.8809533832567785,0,0.7477446917132256,1
0.4254230144430297,-1.2104908801716725,-0.5422346349286472,2,1.0110690649179699,0
-1.018416323854336,-1.2104908801716725,-1.6096256485677165,0,-2.1383657258941655,1
-0.933484598072138,0.015943648877640954,-1.6096256485677165,0,-1.5825379131983184,0
0.3404912886608317,0.015943648877640954,0.16935937416406566,1,-0.05817695621006146,1
-1.69787013011192,1.2423781779269545,1.236750387803135,1,-0.3709870670117366,0
0.5952864660074257,-1.2104908801716725,1.236750387803135,2,1.171783050672585,1
-1.358143226983128,1.2423781779269545,1.236750387803135,2,-0.5980058178020381,1
-0.763621146507742,-1.2104908801716725,-0.18643763038229078,1,-0.5803844628521752,0
1.6144671753938016,1.2423781779269545,0.16935937416406566,1,1.1622075602458881,1
-1.358143226983128,0.015943648877640954,1.5925473923494915,0,-0.8033181604976806,0
-0.933484598072138,0.015943648877640954,-0.18643763038229078,2,-0.8180775176137994,0
1.4446037238294056,0.015943648877640954,-1.2538286440213602,2,2.0335223290745903,0
1.1048768207006137,0.015943648877640954,0.8809533832567785,0,1.9095427611815312,0
0.7651499175718217,1.2423781779269545,1.236750387803135,0,1.3037346641172,0
1.5295354496116036,0.015943648877640954,0.5251563787104221,1,1.141000136128726,1
-1.528006678547524,-1.2104908801716725,1.236750387803135,1,-1.620304183132985,1
1.1898085464828116,0.015943648877640954,1.236750387803135,0,0.9292849052561957,1
-1.103348049636534,0.015943648877640954,-0.18643763038229078,2,-0.5863226545520406,0
1.0199450949184157,0.015943648877640954,1.236750387803135,1,0.6509627759614434,1
-0.3389625175967521,1.2423781779269545,0.5251563787104221,1,0.3723356896036458,0
-0.5088259691611481,-1.2104908801716725,-0.5422346349286472,0,-1.1642279871123908,1
1.2747402722650096,0.015943648877640954,0.8809533832567785,2,1.133039788665568,1
1.4446037238294056,-1.2104908801716725,0.5251563787104221,2,1.0784367424683718,1
-0.6786894207255441,-1.2104908801716725,0.8809533832567785,1,-0.0580805478263737,0
-1.188279775418732,0.015943648877640954,0.8809533832567785,2,-0.9438392287668277,1
1.2747402722650096,0.015943648877640954,1.236750387803135,1,1.0428330053577646,1
-0.5937576949433461,-1.2104908801716725,0.8809533832567785,1,-0.32877350657431786,0
0.6802181917896237,-1.2104908801716725,-0.8980316394750036,2,0.6215574121719519,0
-0.08416734025015818,1.2423781779269545,1.5925473923494915,1,1.3526379175884193,0
-1.612938404329722,-1.2104908801716725,0.16935937416406566,1,-1.5488062736136319,1
0.3404912886608317,0.015943648877640954,-1.2538286440213602,0,-0.4948948328449783,0
-0.763621146507742,-1.2104908801716725,-1.6096256485677165,1,-1.1865168793327614,1
-1.188279775418732,1.2423781779269545,-0.5422346349286472,2,-0.8671255853517297,1
0.2555595628786338,0.015943648877640954,-0.5422346349286472,1,-0.025402542962157628,1
-1.103348049636534,1.2423781779269545,-0.5422346349286472,1,-0.8311596108831659,1
-1.103348049636534,0.015943648877640954,1.236750387803135,0,-0.968600854844965,0
0.17062783709643578,1.2423781779269545,-0.5422346349286472,2,0.7119848456298687,0
-1.612938404329722,1.2423781779269545,0.8809533832567785,1,-0.9400228282728104,0
0.9350133691362177,0.015943648877640954,-0.18643763038229078,2,0.7495873423269734,1
-0.6786894207255441,0.015943648877640954,-0.18643763038229078,1,-1.1955086754866715,1
0.8500816433540197,0.015943648877640954,0.8809533832567785,0,1.425208420799094,0
1.3596719980472076,-1.2104908801716725,-0.5422346349286472,0,1.3700285378292052,0
-0.5937576949433461,-1.2104908801716725,-1.2538286440213602,1,-1.2670432928006508,1
1.3596719980472076,0.015943648877640954,-0.5422346349286472,0,0.9891286950553656,0
1.3596719980472076,-1.2104908801716725,0.8809533832567785,2,1.9454962307969812,1
0.6802181917896237,0.015943648877640954,-1.2538286440213602,0,0.21746510069464203,1
1.5295354496116036,0.015943648877640954,-1.2538286440213602,0,1.0835286379800493,0
-0.2540307918145541,-1.2104908801716725,0.8809533832567785,2,-0.6251058514125518,1
-1.103348049636534,0.015943648877640954,0.16935937416406566,1,-1.0013175844155993,1
-0.84855287228994,-1.2104908801716725,1.236750387803135,1,-0.5124589074999306,0
-1.69787013011192,1.2423781779269545,-0.5422346349286472,2,-0.7820155381439062,1
1.2747402722650096,1.2423781779269545,0.8809533832567785,2,1.339800677410678,1
0.7651499175718217,0.015943648877640954,-1.6096256485677165,1,0.23454673004879653,1
-1.612938404329722,0.015943648877640954,1.236750387803135,0,-1.3975637056372139,1
-1.69787013011192,1.2423781779269545,1.236750387803135,1,-0.7995001464742287,1
-1.69787013011192,0.015943648877640954,-0.8980316394750036,2,-1.4513672479998108,1
0.0856961113142378,1.2423781779269545,-1.2538286440213602,0,0.15276620082824954,0
-1.018416323854336,0.015943648877640954,-0.8980316394750036,0,-1.2413151625914842,0
-0.5088259691611481,-1.2104908801716725,0.16935937416406566,0,-0.453799448305394,0
0.17062783709643578,-1.2104908801716725,-1.6096256485677165,1,-0.29712372334198556,1
1.0199450949184157,0.015943648877640954,-1.6096256485677165,0,0.33488163761447853,0
0.4254230144430297,0.015943648877640954,0.8809533832567785,2,1.8225719111538268,0
1.0199450949184157,-1.2104908801716725,-1.2538286440213602,1,-0.5170631137401498,1
-1.358143226983128,1.2423781779269545,-0.8980316394750036,0,-0.8404785501298407,0
0.8500816433540197,-1.2104908801716725,-0.18643763038229078,2,0.29140791068902283,1
-1.358143226983128,1.2423781779269545,0.16935937416406566,0,-1.45055725622389,1
0.17062783709643578,-1.2104908801716725,-1.6096256485677165,2,-0.5978686678001394,1
0.2555595628786338,1.2423781779269545,-0.18643763038229078,2,0.37159064238744766,1
0.4254230144430297,-1.2104908801716725,1.5925473923494915,0,0.8100479037523304,0
0.7651499175718217,0.015943648877640954,1.5925473923494915,2,0.6327476421798297,1
-1.528006678547524,1.2423781779269545,-1.2538286440213602,0,-2.008415695712558,1
0.4254230144430297,-1.2104908801716725,-1.6096256485677165,2,-0.4028804931886192,1
0.5952864660074257,0.015943648877640954,0.5251563787104221,2,0.9241405700379098,0
0.5952864660074257,1.2423781779269545,1.236750387803135,2,1.568232879985256,0
1.6144671753938016,1.2423781779269545,-0.18643763038229078,0,1.151216601123122,1
0.7651499175718217,1.2423781779269545,0.16935937416406566,0,0.9908700966971236,0
1.0199450949184157,-1.2104908801716725,1.236750387803135,0,0.7409686748547009,0
-0.16909906603235617,0.015943648877640954,-1.6096256485677165,2,-0.8516631327846991,1
1.0199450949184157,-1.2104908801716725,1.236750387803135,2,1.1589946197602257,1
